Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,251_CP04618_S118,252_CP04618_S119,253_CP04618_S120,254_CP04618_S150,255_CP04618_merge,256_CP04618_S121,257_CP04618_merge,258_CP04618_merge,259_CP04618_S122,260_CP04618_S154,261_CP04618_S123,262_CP04618_S124,263_CP04618_S155,264_CP04618_S125,265_CP04618_S126,266_CP04618_S156,267_CP04618_merge,268_CP04618_S127,269_CP04618_S128,270_CP04618_merge,271_CP04618_merge,272_CP04618_S160,273_CP04618_S129,274_CP04618_S130,Taxonomy Id,Taxonomy Lineage
Ruminococcus sp. JC304,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_u_s,Ruminococcus sp. JC304,0,0,0,100.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095771,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcus(1263);s__Ruminococcus_u_s(1263);t__Ruminococcus sp. JC304(1095771);
Ruminococcus sp. OF03-6AA,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_u_s,Ruminococcus sp. OF03-6AA,0,0,0,0,0,0,0,0,0,0,12108.03,0,7452.47,8371.92,0,0,0,0,0,0,0,0,0,0,2293229,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcus(1263);s__Ruminococcus_u_s(1263);t__Ruminococcus sp. OF03-6AA(2293229);
Ruminococcus sp. TF11-2AC,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_u_s,Ruminococcus sp. TF11-2AC,0,0,0,0,0,0,0,10943.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293241,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcus(1263);s__Ruminococcus_u_s(1263);t__Ruminococcus sp. TF11-2AC(2293241);
Ruminococcus sp. TF12-19AC,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_u_s,Ruminococcus sp. TF12-19AC,0,8491.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293242,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcus(1263);s__Ruminococcus_u_s(1263);t__Ruminococcus sp. TF12-19AC(2293242);
[Ruminococcus] torques ATCC 27756,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques,[Ruminococcus] torques ATCC 27756,0,154.29,0,0,0,0,0,0,0,669.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411460,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Mediterraneibacter(2316020);s__[Ruminococcus] torques(33039);t__[Ruminococcus] torques ATCC 27756(411460);
[Ruminococcus] torques L2-14,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques,[Ruminococcus] torques L2-14,0,0,0,0,2434.96,0,0,609.98,0,0,2681.61,0,1599.06,1699.58,0,695.36,3230.26,2573.01,0,0,0,566.86,1419.17,2333.59,657313,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Mediterraneibacter(2316020);s__[Ruminococcus] torques(33039);t__[Ruminococcus] torques L2-14(657313);
SR1 bacterium human oral taxon HOT-345,Bacteria,Candidatus Absconditabacteria,Candidatus Absconditabacteria_u_c,Candidatus Absconditabacteria_u_o,Candidatus Absconditabacteria_u_f,Candidatus Absconditabacteria_u_g,Candidatus Absconditabacteria_u_s,SR1 bacterium human oral taxon HOT-345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.99,0,0,0,0,0,1540874,k__Bacteria(2);p__Candidatus Absconditabacteria(221235);c__Candidatus Absconditabacteria_u_c(221235);o__Candidatus Absconditabacteria_u_o(221235);f__Candidatus Absconditabacteria_u_f(221235);g__Candidatus Absconditabacteria_u_g(221235);s__Candidatus Absconditabacteria_u_s(221235);t__SR1 bacterium human oral taxon HOT-345(1540874);
Salmonella enterica subsp. enterica serovar Havana,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Havana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.17,0,0,0,0,179997,k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Enterobacterales(91347);f__Enterobacteriaceae(543);g__Salmonella(590);s__Salmonella enterica(28901);t__Salmonella enterica subsp. enterica serovar Havana(179997);
Scardovia wiggsiae F0424,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardovia wiggsiae,Scardovia wiggsiae F0424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.02,0,0,0,0,0,857290,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Scardovia(196081);s__Scardovia wiggsiae(230143);t__Scardovia wiggsiae F0424(857290);
Schaalia meyeri,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia meyeri,Schaalia meyeri,0,0,0,0,0,0,0,0,596.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52773,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Schaalia(2529408);s__Schaalia meyeri(52773);t__Schaalia meyeri(52773);
Selenomonas_u_t,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_u_s,Selenomonas_u_t,0,0,81.94,0,0,120.44,0,0,134.07,0,0,162.08,0,0,0,0,0,0,130.69,0,0,0,0,0,970,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas_u_s(970);t__Selenomonas_u_t(970);
Selenomonas artemidis DSM 19719,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas artemidis,Selenomonas artemidis DSM 19719,0,0,0,0,0,0,0,0,95.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123249,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas artemidis(671224);t__Selenomonas artemidis DSM 19719(1123249);
Selenomonas felix,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas felix,Selenomonas felix,0,0,0,0,0,0,0,0,491.27,0,0,0,0,0,166.96,0,0,0,0,0,0,0,0,0,1944634,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas felix(1944634);t__Selenomonas felix(1944634);
Selenomonas flueggei ATCC 43531,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas flueggei,Selenomonas flueggei ATCC 43531,0,0,0,0,0,0,0,0,435.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638302,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas flueggei(135080);t__Selenomonas flueggei ATCC 43531(638302);
Selenomonas massiliensis,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas massiliensis,Selenomonas massiliensis,0,0,0,0,0,0,0,0,127.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058293,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas massiliensis(2058293);t__Selenomonas massiliensis(2058293);
Selenomonas noxia ATCC 43541,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas noxia,Selenomonas noxia ATCC 43541,0,0,124.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585503,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas noxia(135083);t__Selenomonas noxia ATCC 43541(585503);
Selenomonas noxia F0398,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas noxia,Selenomonas noxia F0398,0,0,0,0,0,0,0,0,568.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702437,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas noxia(135083);t__Selenomonas noxia F0398(702437);
Selenomonas sp. CM52,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_u_s,Selenomonas sp. CM52,0,0,0,0,0,0,0,0,673.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936381,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas_u_s(970);t__Selenomonas sp. CM52(936381);
Selenomonas sp. oral taxon 478,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_u_s,Selenomonas sp. oral taxon 478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.19,0,0,0,0,0,0,0,0,0,712538,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas_u_s(970);t__Selenomonas sp. oral taxon 478(712538);
Selenomonas sputigena ATCC 35185,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sputigena,Selenomonas sputigena ATCC 35185,0,0,0,0,0,0,0,0,674.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546271,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas sputigena(69823);t__Selenomonas sputigena ATCC 35185(546271);
Senegalimassilia anaerobia JC110,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,Senegalimassilia anaerobia,Senegalimassilia anaerobia JC110,0,0,0,0,0,0,0,594.46,0,2243.08,232.06,0,0,0,0,389.39,1988.58,1497.22,0,0,0,0,0,0,1034345,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Senegalimassilia(1473205);s__Senegalimassilia anaerobia(1473216);t__Senegalimassilia anaerobia JC110(1034345);
Senegalimassilia faecalis,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,Senegalimassilia faecalis,Senegalimassilia faecalis,0,0,0,0,0,0,0,1655.39,0,0,496.74,0,0,0,0,0,0,0,0,0,0,0,0,0,2509433,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Senegalimassilia(1473205);s__Senegalimassilia faecalis(2509433);t__Senegalimassilia faecalis(2509433);
Shuttleworthia_u_t,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,Shuttleworthia_u_s,Shuttleworthia_u_t,0,0,0,0,0,0,0,0,75.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177971,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Shuttleworthia(177971);s__Shuttleworthia_u_s(177971);t__Shuttleworthia_u_t(177971);
Simonsiella muelleri ATCC 29453,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella,Simonsiella muelleri,Simonsiella muelleri ATCC 29453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.61,0,0,0,0,0,641147,k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Neisseriales(206351);f__Neisseriaceae(481);g__Simonsiella(71);s__Simonsiella muelleri(72);t__Simonsiella muelleri ATCC 29453(641147);
Slackia exigua ATCC 700122,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia exigua,Slackia exigua ATCC 700122,0,0,0,0,0,0,83.64,0,217.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649764,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Eggerthellales(1643822);f__Eggerthellaceae(1643826);g__Slackia(84108);s__Slackia exigua(84109);t__Slackia exigua ATCC 700122(649764);
Slackia isoflavoniconvertens,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia isoflavoniconvertens,Slackia isoflavoniconvertens,0,0,0,1100.94,1003.63,0,0,1532.34,0,1732.65,491.72,0,0,0,0,326.42,1033.83,959.12,0,0,0,0,0,0,572010,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Eggerthellales(1643822);f__Eggerthellaceae(1643826);g__Slackia(84108);s__Slackia isoflavoniconvertens(572010);t__Slackia isoflavoniconvertens(572010);
Slackia sp. CM382,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia_u_s,Slackia sp. CM382,0,0,0,0,0,142.12,267.1,0,215.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111137,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Eggerthellales(1643822);f__Eggerthellaceae(1643826);g__Slackia(84108);s__Slackia_u_s(84108);t__Slackia sp. CM382(1111137);
Solobacterium moorei F0204,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium moorei,Solobacterium moorei F0204,0,0,0,0,0,358.89,0,0,540.17,0,0,0,0,0,323.54,0,0,0,161.33,0,0,0,0,0,706433,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Erysipelotrichaceae(128827);g__Solobacterium(123375);s__Solobacterium moorei(102148);t__Solobacterium moorei F0204(706433);
Staphylococcus_u_t,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_u_s,Staphylococcus_u_t,0,0,0,0,0,0,0,0,0,218.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Bacillales(1385);f__Staphylococcaceae(90964);g__Staphylococcus(1279);s__Staphylococcus_u_s(1279);t__Staphylococcus_u_t(1279);
Staphylococcus pseudoxylosus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudoxylosus,Staphylococcus pseudoxylosus,0,0,0,0,0,0,77.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2282419,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Bacillales(1385);f__Staphylococcaceae(90964);g__Staphylococcus(1279);s__Staphylococcus pseudoxylosus(2282419);t__Staphylococcus pseudoxylosus(2282419);
Staphylococcus sp. LCT-H4,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_u_s,Staphylococcus sp. LCT-H4,0,0,0,0,0,0,488.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914308,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Bacillales(1385);f__Staphylococcaceae(90964);g__Staphylococcus(1279);s__Staphylococcus_u_s(1279);t__Staphylococcus sp. LCT-H4(1914308);
Stomatobaculum longum,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum,Stomatobaculum longum,Stomatobaculum longum,0,0,0,0,0,0,0,0,934.65,0,0,0,0,0,114.71,0,0,0,0,0,0,0,0,0,796942,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Stomatobaculum(1213720);s__Stomatobaculum longum(796942);t__Stomatobaculum longum(796942);
Streptococcus_u_t,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_u_s,Streptococcus_u_t,377.25,0,357.76,329.29,0,240.33,409.34,248.48,436.2,317.54,0,710.16,992.43,0,339.44,303.91,0,0,815,664.02,177.4,0,0,0,1301,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus_u_s(1301);t__Streptococcus_u_t(1301);
Streptococcus agalactiae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,Streptococcus agalactiae,0,0,448.92,145.89,0,1524.35,150.73,0,522.52,0,0,1505.54,0,0,0,0,0,0,0,0,0,0,0,0,1311,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus agalactiae(1311);t__Streptococcus agalactiae(1311);
Streptococcus anginosus 1_2_62CV,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,Streptococcus anginosus 1_2_62CV,0,0,0,0,0,0,0,0,222.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742820,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus anginosus(1328);t__Streptococcus anginosus 1_2_62CV(742820);
Streptococcus anginosus C1051,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,Streptococcus anginosus C1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21314.91,415.92,909.06,0,0,0,0,0,0,862970,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus anginosus(1328);t__Streptococcus anginosus C1051(862970);
Streptococcus anginosus C238,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,Streptococcus anginosus C238,0,0,0,0,0,0,3573.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862971,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus anginosus(1328);t__Streptococcus anginosus C238(862971);
Streptococcus australis ATCC 700641,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis,Streptococcus australis ATCC 700641,0,0,191.35,0,0,1879.71,234.99,0,0,0,0,0,0,0,0,0,0,0,969.82,844.61,0,0,0,0,888833,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus australis(113107);t__Streptococcus australis ATCC 700641(888833);
Streptococcus constellatus subsp. constellatus SK53,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus,Streptococcus constellatus subsp. constellatus SK53,0,0,0,0,0,0,0,0,668.07,0,0,0,0,0,0,7038.91,0,0,0,0,0,0,0,0,1095730,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus constellatus(76860);t__Streptococcus constellatus subsp. constellatus SK53(1095730);
Streptococcus constellatus subsp. pharyngis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus,Streptococcus constellatus subsp. pharyngis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.85,0,0,0,0,184250,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus constellatus(76860);t__Streptococcus constellatus subsp. pharyngis(184250);
Streptococcus cristatus ATCC 51100,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus cristatus,Streptococcus cristatus ATCC 51100,0,0,0,0,0,0,0,0,236.34,0,0,156.91,0,0,0,0,0,0,195.57,155.21,0,0,0,0,889201,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus cristatus(45634);t__Streptococcus cristatus ATCC 51100(889201);
Streptococcus gordonii str. Challis substr. CH1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii,Streptococcus gordonii str. Challis substr. CH1,0,0,736.19,0,0,1223.46,358.97,0,266.97,0,0,0,0,0,0,0,0,0,151.9,0,0,0,0,0,467705,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus gordonii(1302);t__Streptococcus gordonii str. Challis substr. CH1(467705);
Streptococcus halitosis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus halitosis,Streptococcus halitosis,0,0,0,0,0,86.5,0,0,126.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172545,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus halitosis(2172545);t__Streptococcus halitosis(2172545);
Streptococcus infantis ATCC 700779,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis,Streptococcus infantis ATCC 700779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857.67,0,0,0,0,0,889204,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus infantis(68892);t__Streptococcus infantis ATCC 700779(889204);
Streptococcus infantis SK1076,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis,Streptococcus infantis SK1076,0,0,0,0,0,5718.17,1795.82,0,0,0,0,394.25,0,0,2905.4,88.55,0,0,0,0,0,0,0,0,1005705,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus infantis(68892);t__Streptococcus infantis SK1076(1005705);
Streptococcus infantis SK1302,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis,Streptococcus infantis SK1302,0,0,0,0,0,0,0,0,218.84,0,0,0,0,0,0,0,0,0,0,584.18,0,0,0,0,871237,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus infantis(68892);t__Streptococcus infantis SK1302(871237);
Streptococcus intermedius,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,Streptococcus intermedius,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus intermedius(1338);t__Streptococcus intermedius(1338);
Streptococcus intermedius B196,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,Streptococcus intermedius B196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.44,0,0,0,0,0,0,0,0,0,862967,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus intermedius(1338);t__Streptococcus intermedius B196(862967);
Streptococcus intermedius BA1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,Streptococcus intermedius BA1,0,0,0,0,0,200.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248420,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus intermedius(1338);t__Streptococcus intermedius BA1(1248420);
Streptococcus intermedius F0395,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,Streptococcus intermedius F0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6391.35,0,0,0,0,0,0,0,0,857292,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus intermedius(1338);t__Streptococcus intermedius F0395(857292);
Streptococcus milleri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus milleri,Streptococcus milleri,0,0,0,0,0,0,0,0,632.14,0,0,0,0,0,0,6444.57,0,0,0,0,0,0,0,0,33040,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus milleri(33040);t__Streptococcus milleri(33040);
Streptococcus mitis 17/34,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis 17/34,0,0,1338.95,0,0,920.45,2352.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340484,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus mitis(28037);t__Streptococcus mitis 17/34(1340484);
Streptococcus mitis 21/39,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis 21/39,277.49,0,0,0,0,0,0,0,0,425.7,0,0,0,0,1407.23,632.71,0,0,0,0,0,0,0,0,1415765,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus mitis(28037);t__Streptococcus mitis 21/39(1415765);
